"Found","Response Code","Content Length"
"/_vti_bin/shtml.dll/_admin/.cvs/","200","303"
"/_vti_bin/shtml.dll/_install/","200","312"
"/_vti_bin/shtml.dll/_includes/","200","313"
"/_vti_bin/shtml.dll/_/.config/","200","303"
"/_vti_bin/shtml.dll/_ajax/.forward.php","200","303"
"/_vti_bin/shtml.dll/_adm/.cvs/","200","303"
"/_vti_bin/shtml.dll/_archive/.git/HEAD.php","200","303"
"/_vti_bin/shtml.dll/_borders/.listings.php","200","303"
"/_vti_bin/shtml.dll/_baks/.hta.php","200","303"
"/_vti_bin/shtml.dll/_code/.listings/","200","303"
"/_vti_bin/shtml.dll/_admin/.cvsignore.php","200","303"
"/_vti_bin/shtml.dll/_assets/.hta.php","200","303"
"/_vti_bin/shtml.dll/_backup/.history.php","200","303"
"/_vti_bin/shtml.dll/_catalogs/.mysql_history.php","200","303"
"/_vti_bin/shtml.dll/@/.config.php","200","303"
"/_vti_bin/shtml.dll/_cache/.listing/","200","303"
"/_vti_bin/shtml.dll/_code/.perf.php","200","303"
"/_vti_bin/shtml.dll/_ajax/.cvsignore/","200","303"
"/_vti_bin/shtml.dll/_baks/.listing/","200","303"
"/_vti_bin/shtml.dll/_/.cvs.php","200","303"
"/_vti_bin/shtml.dll/_archive/.git/HEAD/","200","303"
"/_vti_bin/shtml.dll/_adm/.forward.php","200","303"
"/_vti_bin/shtml.dll/_adm/.git/HEAD.php","200","303"
"/_vti_bin/shtml.dll/_pages.php","200","313"
"/_vti_bin/shtml.dll/_assets/.git/HEAD/","200","303"
"/_vti_bin/shtml.dll/_backup/.hta/","200","303"
"/_vti_bin/shtml.dll/_catalogs/.mysql_history/","200","303"
"/_vti_bin/shtml.dll/_catalogs/.passwd/","200","303"
"/_vti_bin/shtml.dll/@/.config/","200","303"
"/_vti_bin/shtml.dll/_js/","200","307"
"/_vti_bin/shtml.dll/_admin/.cvsignore/","200","303"
"/_vti_bin/shtml.dll/_cache/.listing.php","200","303"
"/_vti_bin/shtml.dll/_/.cvs/","200","303"
"/_vti_bin/shtml.dll/_borders/.mysql_history.php","200","303"
"/_vti_bin/shtml.dll/_ajax/.git/HEAD.php","200","303"
"/_vti_bin/shtml.dll/_baks/.htaccess.php","200","303"
"/_vti_bin/shtml.dll/_archive/.history.php","200","303"
"/_vti_bin/shtml.dll/_code/.mysql_history/","200","303"
"/_vti_bin/shtml.dll/_adm/.cvsignore/","200","303"
"/_vti_bin/shtml.dll/_backup/.hta.php","200","303"
"/_vti_bin/shtml.dll/_admin/.forward.php","200","303"
"/_vti_bin/shtml.dll/_assets/.htaccess.php","200","303"
"/_vti_bin/shtml.dll/_catalogs/.passwd.php","200","303"
"/_vti_bin/shtml.dll/_cache/.listings/","200","303"
"/_vti_bin/shtml.dll/@/.cvs.php","200","303"
"/_vti_bin/shtml.dll/_code/.profile.php","200","303"
"/_vti_bin/shtml.dll/_ajax/.forward/","200","303"
"/_vti_bin/shtml.dll/_baks/.listings/","200","303"
"/_vti_bin/shtml.dll/_borders/.listings/","200","303"
"/_vti_bin/shtml.dll/_/.cvsignore.php","200","303"
"/_vti_bin/shtml.dll/_archive/.history/","200","303"
"/_vti_bin/shtml.dll/_private.php","200","315"
"/_vti_bin/shtml.dll/_assets/.history/","200","303"
"/_vti_bin/shtml.dll/_adm/.history.php","200","303"
"/_vti_bin/shtml.dll/_catalogs/.perf/","200","303"
"/_vti_bin/shtml.dll/_cache/.listings.php","200","303"
"/_vti_bin/shtml.dll/_layouts/","200","312"
"/_vti_bin/shtml.dll/@/.cvs/","200","303"
"/_vti_bin/shtml.dll/_admin/.forward/","200","303"
"/_vti_bin/shtml.dll/_/.cvsignore/","200","303"
"/_vti_bin/shtml.dll/_borders/.passwd.php","200","303"
"/_vti_bin/shtml.dll/_baks/.htpasswd.php","200","303"
"/_vti_bin/shtml.dll/_adm/.forward/","200","303"
"/_vti_bin/shtml.dll/_archive/.hta.php","200","303"
"/_vti_bin/shtml.dll/_code/.passwd/","200","303"
"/_vti_bin/shtml.dll/_ajax/.hta.php","200","303"
"/_vti_bin/shtml.dll/_ajax/.history.php","200","303"
"/_vti_bin/shtml.dll/_admin/.git/HEAD.php","200","303"
"/_vti_bin/shtml.dll/_backup/.htaccess.php","200","303"
"/_vti_bin/shtml.dll/_assets/.htpasswd.php","200","303"
"/_vti_bin/shtml.dll/_catalogs/.perf.php","200","303"
"/_vti_bin/shtml.dll/@/.cvsignore.php","200","303"
"/_vti_bin/shtml.dll/_cache/.mysql_history/","200","303"
"/_vti_bin/shtml.dll/_ajax/.git/HEAD/","200","303"
"/_vti_bin/shtml.dll/_code/.rhosts.php","200","303"
"/_vti_bin/shtml.dll/_baks/.mysql_history/","200","303"
"/_vti_bin/shtml.dll/_/.forward.php","200","303"
"/_vti_bin/shtml.dll/_borders/.mysql_history/","200","303"
"/_vti_bin/shtml.dll/_reports.php","200","315"
"/_vti_bin/shtml.dll/_catalogs/.profile/","200","303"
"/_vti_bin/shtml.dll/_archive/.hta/","200","303"
"/_vti_bin/shtml.dll/_assets/.hta/","200","303"
"/_vti_bin/shtml.dll/_adm/.hta.php","200","303"
"/_vti_bin/shtml.dll/_backup/.htaccess/","200","303"
"/_vti_bin/shtml.dll/_cache/.mysql_history.php","200","303"
"/_vti_bin/shtml.dll/@/.cvsignore/","200","303"
"/_vti_bin/shtml.dll/_admin/.git/HEAD/","200","303"
"/_vti_bin/shtml.dll/_lib/","200","308"
"/_vti_bin/shtml.dll/_/.forward/","200","303"
"/_vti_bin/shtml.dll/_borders/.perf.php","200","303"
"/_vti_bin/shtml.dll/_adm/.git/HEAD/","200","303"
"/_vti_bin/shtml.dll/_baks/.listing.php","200","303"
"/_vti_bin/shtml.dll/_archive/.htaccess.php","200","303"
"/_vti_bin/shtml.dll/_ajax/.htaccess.php","200","303"
"/_vti_bin/shtml.dll/_code/.perf/","200","303"
"/_vti_bin/shtml.dll/_admin/.hta.php","200","303"
"/_vti_bin/shtml.dll/_admin/.history.php","200","303"
"/_vti_bin/shtml.dll/_catalogs/.profile.php","200","303"
"/_vti_bin/shtml.dll/_assets/.listing.php","200","303"
"/_vti_bin/shtml.dll/_backup/.htpasswd.php","200","303"
"/_vti_bin/shtml.dll/_cache/.passwd/","200","303"
"/_vti_bin/shtml.dll/@/.forward.php","200","303"
